bid_id,request_id,vendor_id,bid_price,bid_timestamp,is_fraudulent_flag,collusion_group
BID-00093,REQ-010,VND-0345,94910.54,2026-02-03 23:15:00,0,
BID-00094,REQ-010,VND-0091,93728.23,2026-02-03 23:21:00,0,
BID-00095,REQ-010,VND-0091,92493.33,2026-02-03 23:28:00,0,
BID-00096,REQ-010,VND-0345,90924.85,2026-02-03 23:35:00,0,
BID-00097,REQ-010,VND-0371,89870.69,2026-02-03 23:45:00,0,
BID-00098,REQ-011,VND-0130,11343.52,2026-04-17 10:07:00,0,
BID-00099,REQ-011,VND-0436,11067.26,2026-04-17 10:15:00,0,
BID-00100,REQ-011,VND-0184,10880.22,2026-04-17 10:18:00,0,
BID-00101,REQ-011,VND-0436,10704.19,2026-04-17 10:25:00,0,
BID-00102,REQ-011,VND-0184,10507.21,2026-04-17 10:35:00,0,
BID-00103,REQ-011,VND-0191,10318.91,2026-04-17 10:43:00,0,
BID-00104,REQ-011,VND-0130,10192.65,2026-04-17 10:50:00,0,
BID-00105,REQ-012,VND-0132,17077.93,2026-02-04 06:06:00,0,
BID-00106,REQ-012,VND-0116,16819.13,2026-02-04 06:16:00,0,
BID-00107,REQ-012,VND-0128,16722.34,2026-02-04 06:23:00,0,
BID-00108,REQ-012,VND-0128,16594.9,2026-02-04 06:31:00,0,
BID-00109,REQ-012,VND-0132,16458.07,2026-02-04 06:35:00,0,
BID-00110,REQ-012,VND-0408,16361.4,2026-02-04 06:42:00,0,
BID-00111,REQ-012,VND-0132,15962.32,2026-02-04 06:48:00,0,
BID-00112,REQ-012,VND-0408,15807.8,2026-02-04 06:53:00,0,
BID-00113,REQ-012,VND-0247,15423.48,2026-02-04 07:02:00,0,
BID-00114,REQ-013,VND-0384,178017.96,2026-02-16 19:10:00,0,
BID-00115,REQ-013,VND-0282,173687.61,2026-02-16 19:15:00,0,
BID-00116,REQ-013,VND-0448,169786.58,2026-02-16 19:17:00,0,
BID-00117,REQ-013,VND-0282,165969.38,2026-02-16 19:27:00,0,
BID-00118,REQ-013,VND-0229,162778.12,2026-02-16 19:37:00,0,
BID-00119,REQ-013,VND-0229,161036.19,2026-02-16 19:41:00,0,
BID-00120,REQ-013,VND-0384,158783.87,2026-02-16 19:51:00,0,
BID-00121,REQ-013,VND-0448,155350.82,2026-02-16 19:54:00,0,
BID-00122,REQ-013,VND-0448,152036.55,2026-02-16 20:01:00,0,
BID-00123,REQ-013,VND-0229,150014.78,2026-02-16 20:09:00,0,
BID-00124,REQ-013,VND-0384,148557.3,2026-02-16 20:12:00,0,
BID-00125,REQ-013,VND-0384,147147.38,2026-02-16 20:19:00,0,
BID-00126,REQ-014,VND-0216,31703.61,2026-01-03 09:02:00,0,
BID-00127,REQ-014,VND-0112,31533.04,2026-01-03 09:07:00,0,
BID-00128,REQ-014,VND-0100,31029.27,2026-01-03 09:17:00,0,
BID-00129,REQ-014,VND-0216,30805.12,2026-01-03 09:23:00,0,
BID-00130,REQ-014,VND-0100,30465.55,2026-01-03 09:25:00,0,
BID-00131,REQ-014,VND-0100,30057.42,2026-01-03 09:34:00,0,
BID-00132,REQ-014,VND-0112,29840.49,2026-01-03 09:43:00,0,
BID-00133,REQ-014,VND-0409,29371.37,2026-01-03 09:53:00,0,
BID-00134,REQ-015,VND-0402,107035.9,2026-05-31 19:04:00,0,
BID-00135,REQ-015,VND-0006,105070.26,2026-05-31 19:14:00,0,
BID-00136,REQ-015,VND-0074,104402.69,2026-05-31 19:24:00,0,
BID-00137,REQ-015,VND-0250,102821.35,2026-05-31 19:34:00,0,
BID-00138,REQ-015,VND-0250,102265.43,2026-05-31 19:43:00,0,
BID-00139,REQ-015,VND-0118,100453.96,2026-05-31 19:50:00,0,
BID-00140,REQ-015,VND-0074,98450.27,2026-05-31 19:57:00,0,
BID-00141,REQ-015,VND-0335,97824.99,2026-05-31 20:02:00,0,
BID-00142,REQ-015,VND-0006,96050.24,2026-05-31 20:05:00,0,
BID-00143,REQ-015,VND-0335,94452.15,2026-05-31 20:12:00,0,
BID-00144,REQ-015,VND-0402,93896.14,2026-05-31 20:22:00,0,
BID-00145,REQ-016,VND-0207,80755.46,2026-06-24 06:00:01,1,COL-REQ-016
BID-00146,REQ-016,VND-0386,80605.46,2026-06-24 06:00:03,1,COL-REQ-016
BID-00147,REQ-016,VND-0207,80455.46,2026-06-24 06:00:05,1,COL-REQ-016
BID-00148,REQ-016,VND-0386,80305.46,2026-06-24 06:00:06,1,COL-REQ-016
BID-00149,REQ-016,VND-0207,80155.46,2026-06-24 06:00:07,1,COL-REQ-016
BID-00150,REQ-016,VND-0386,80005.46,2026-06-24 06:00:08,1,COL-REQ-016
BID-00151,REQ-016,VND-0207,79855.46,2026-06-24 06:00:10,1,COL-REQ-016
BID-00152,REQ-016,VND-0386,79705.46,2026-06-24 06:00:11,1,COL-REQ-016
BID-00153,REQ-016,VND-0207,79555.46,2026-06-24 06:00:13,1,COL-REQ-016
BID-00154,REQ-016,VND-0386,79405.46,2026-06-24 06:00:14,1,COL-REQ-016
BID-00155,REQ-016,VND-0033,77105.26,2026-06-24 06:05:14,0,
BID-00156,REQ-016,VND-0055,74270.5,2026-06-24 06:10:14,0,
BID-00157,REQ-017,VND-0268,71272.52,2026-01-24 09:05:00,0,
BID-00158,REQ-017,VND-0386,70407.31,2026-01-24 09:07:00,0,
BID-00159,REQ-017,VND-0386,69670.55,2026-01-24 09:14:00,0,
BID-00160,REQ-017,VND-0278,68082.77,2026-01-24 09:23:00,0,
BID-00161,REQ-017,VND-0278,67280.71,2026-01-24 09:27:00,0,
BID-00162,REQ-017,VND-0278,66013.05,2026-01-24 09:34:00,0,
BID-00163,REQ-017,VND-0266,65330.84,2026-01-24 09:37:00,0,
BID-00164,REQ-017,VND-0278,64901.06,2026-01-24 09:41:00,0,
BID-00165,REQ-017,VND-0266,64195.24,2026-01-24 09:44:00,0,
BID-00166,REQ-017,VND-0268,63453.25,2026-01-24 09:50:00,0,
BID-00167,REQ-018,VND-0478,177951.32,2026-03-04 21:07:00,0,
BID-00168,REQ-018,VND-0101,173509.11,2026-03-04 21:13:00,0,
BID-00169,REQ-018,VND-0282,172381.16,2026-03-04 21:21:00,0,
BID-00170,REQ-018,VND-0478,169750.33,2026-03-04 21:25:00,0,
BID-00171,REQ-018,VND-0282,168416.84,2026-03-04 21:34:00,0,
BID-00172,REQ-018,VND-0282,167149.57,2026-03-04 21:39:00,0,
BID-00173,REQ-018,VND-0478,165103.16,2026-03-04 21:41:00,0,
BID-00174,REQ-018,VND-0101,163770.98,2026-03-04 21:50:00,0,
BID-00175,REQ-018,VND-0478,161733.62,2026-03-04 21:53:00,0,
BID-00176,REQ-018,VND-0101,160479.56,2026-03-04 22:00:00,0,
BID-00177,REQ-018,VND-0281,158668.11,2026-03-04 22:06:00,0,
BID-00178,REQ-018,VND-0414,154826.69,2026-03-04 22:08:00,0,
BID-00179,REQ-018,VND-0414,152507.25,2026-03-04 22:16:00,0,
BID-00180,REQ-019,VND-0477,9080.82,2026-01-09 01:09:00,0,
BID-00181,REQ-019,VND-0127,9013.14,2026-01-09 01:12:00,0,
BID-00182,REQ-019,VND-0486,8936.95,2026-01-09 01:21:00,0,
BID-00183,REQ-019,VND-0066,8747.4,2026-01-09 01:28:00,0,
BID-00184,REQ-019,VND-0256,8642.88,2026-01-09 01:31:00,0,
BID-00185,REQ-019,VND-0402,8505.95,2026-01-09 01:37:00,0,
BID-00186,REQ-019,VND-0108,8436.62,2026-01-09 01:41:00,0,
BID-00187,REQ-019,VND-0108,8333.44,2026-01-09 01:46:00,0,
BID-00188,REQ-019,VND-0066,8127.58,2026-01-09 01:50:00,0,
BID-00189,REQ-019,VND-0127,7958.47,2026-01-09 01:52:00,0,
BID-00190,REQ-019,VND-0477,7830.49,2026-01-09 01:59:00,0,
BID-00191,REQ-019,VND-0486,7665.48,2026-01-09 02:09:00,0,
BID-00192,REQ-019,VND-0127,7533.34,2026-01-09 02:12:00,0,
BID-00193,REQ-019,VND-0066,7449.07,2026-01-09 02:21:00,0,
BID-00194,REQ-019,VND-0402,7350.62,2026-01-09 02:29:00,0,
BID-00195,REQ-020,VND-0207,133421.73,2026-04-19 20:10:00,0,
BID-00196,REQ-020,VND-0259,131186.15,2026-04-19 20:14:00,0,
BID-00197,REQ-020,VND-0302,129210.85,2026-04-19 20:16:00,0,
BID-00198,REQ-020,VND-0346,128243.93,2026-04-19 20:20:00,0,
BID-00199,REQ-020,VND-0207,127180.39,2026-04-19 20:27:00,0,
BID-00200,REQ-020,VND-0259,125970.98,2026-04-19 20:37:00,0,
BID-00201,REQ-020,VND-0207,123209.86,2026-04-19 20:43:00,0,
BID-00202,REQ-020,VND-0120,121028.91,2026-04-19 20:53:00,0,
BID-00203,REQ-020,VND-0207,120120.78,2026-04-19 20:59:00,0,
BID-00204,REQ-020,VND-0452,118238.54,2026-04-19 21:09:00,0,
BID-00205,REQ-020,VND-0259,117248.56,2026-04-19 21:13:00,0,
BID-00206,REQ-020,VND-0120,115117.61,2026-04-19 21:20:00,0,
BID-00207,REQ-020,VND-0346,112414.81,2026-04-19 21:22:00,0,
BID-00208,REQ-020,VND-0346,109910.7,2026-04-19 21:25:00,0,
BID-00209,REQ-021,VND-0310,191084.46,2026-04-15 07:08:00,0,
BID-00210,REQ-021,VND-0310,187687.01,2026-04-15 07:17:00,0,
BID-00211,REQ-021,VND-0310,184700.62,2026-04-15 07:23:00,0,
BID-00212,REQ-021,VND-0477,182872.54,2026-04-15 07:31:00,0,
BID-00213,REQ-021,VND-0477,180299.36,2026-04-15 07:33:00,0,
BID-00214,REQ-021,VND-0362,177812.65,2026-04-15 07:42:00,0,
BID-00215,REQ-021,VND-0477,176198.03,2026-04-15 07:46:00,0,
BID-00216,REQ-021,VND-0477,172281.2,2026-04-15 07:53:00,0,
BID-00217,REQ-021,VND-0310,168015.44,2026-04-15 08:00:00,0,
BID-00218,REQ-021,VND-0477,166735.95,2026-04-15 08:07:00,0,
BID-00219,REQ-022,VND-0085,113339.78,2026-01-30 13:02:00,0,
BID-00220,REQ-022,VND-0183,110630.09,2026-01-30 13:10:00,0,
BID-00221,REQ-022,VND-0085,107946.9,2026-01-30 13:14:00,0,
BID-00222,REQ-022,VND-0163,106700.25,2026-01-30 13:21:00,0,
BID-00223,REQ-022,VND-0085,104538.24,2026-01-30 13:30:00,0,
BID-00224,REQ-022,VND-0283,103039.55,2026-01-30 13:36:00,0,
BID-00225,REQ-022,VND-0148,102476.59,2026-01-30 13:44:00,0,
BID-00226,REQ-022,VND-0283,101027.1,2026-01-30 13:49:00,0,
BID-00227,REQ-022,VND-0085,99343.29,2026-01-30 13:51:00,0,
BID-00228,REQ-022,VND-0383,98287.56,2026-01-30 14:00:00,0,
BID-00229,REQ-022,VND-0183,96741.12,2026-01-30 14:03:00,0,
BID-00230,REQ-022,VND-0148,95998.27,2026-01-30 14:09:00,0,
BID-00231,REQ-022,VND-0088,94816.0,2026-01-30 14:17:00,0,
BID-00232,REQ-023,VND-0081,184665.4,2026-05-25 07:03:00,0,
BID-00233,REQ-023,VND-0485,181879.7,2026-05-25 07:13:00,0,
BID-00234,REQ-023,VND-0081,177968.15,2026-05-25 07:16:00,0,
BID-00235,REQ-023,VND-0353,173607.64,2026-05-25 07:24:00,0,
BID-00236,REQ-023,VND-0081,169979.6,2026-05-25 07:31:00,0,
BID-00237,REQ-023,VND-0469,165937.66,2026-05-25 07:35:00,0,
BID-00238,REQ-023,VND-0353,163108.54,2026-05-25 07:43:00,0,
BID-00239,REQ-023,VND-0469,162161.68,2026-05-25 07:45:00,0,
BID-00240,REQ-023,VND-0353,159036.53,2026-05-25 07:54:00,0,
BID-00241,REQ-024,VND-0268,14280.78,2026-05-01 21:00:01,1,COL-REQ-024
BID-00242,REQ-024,VND-0259,14130.78,2026-05-01 21:00:02,1,COL-REQ-024
BID-00243,REQ-024,VND-0268,13980.78,2026-05-01 21:00:04,1,COL-REQ-024
BID-00244,REQ-024,VND-0259,13830.78,2026-05-01 21:00:06,1,COL-REQ-024
BID-00245,REQ-024,VND-0268,13680.78,2026-05-01 21:00:07,1,COL-REQ-024
BID-00246,REQ-024,VND-0259,13530.78,2026-05-01 21:00:09,1,COL-REQ-024
BID-00247,REQ-024,VND-0268,13380.78,2026-05-01 21:00:11,1,COL-REQ-024
BID-00248,REQ-024,VND-0259,13230.78,2026-05-01 21:00:13,1,COL-REQ-024
BID-00249,REQ-024,VND-0268,13080.78,2026-05-01 21:00:15,1,COL-REQ-024
BID-00250,REQ-024,VND-0259,12930.78,2026-05-01 21:00:17,1,COL-REQ-024
BID-00251,REQ-024,VND-0033,13779.15,2026-05-01 21:08:17,0,
BID-00252,REQ-024,VND-0055,13263.96,2026-05-01 21:15:17,0,
BID-00253,REQ-025,VND-0209,85408.77,2026-04-26 19:05:00,0,
BID-00254,REQ-025,VND-0209,84894.0,2026-04-26 19:14:00,0,
BID-00255,REQ-025,VND-0261,83579.45,2026-04-26 19:22:00,0,
BID-00256,REQ-025,VND-0261,81788.07,2026-04-26 19:27:00,0,
BID-00257,REQ-025,VND-0261,80442.54,2026-04-26 19:30:00,0,
BID-00258,REQ-025,VND-0261,80009.86,2026-04-26 19:37:00,0,
BID-00259,REQ-026,VND-0321,52794.23,2026-02-12 23:00:02,1,COL-REQ-026
BID-00260,REQ-026,VND-0134,52644.23,2026-02-12 23:00:03,1,COL-REQ-026
BID-00261,REQ-026,VND-0321,52494.23,2026-02-12 23:00:05,1,COL-REQ-026
BID-00262,REQ-026,VND-0134,52344.23,2026-02-12 23:00:07,1,COL-REQ-026
BID-00263,REQ-026,VND-0321,52194.23,2026-02-12 23:00:08,1,COL-REQ-026
BID-00264,REQ-026,VND-0134,52044.23,2026-02-12 23:00:09,1,COL-REQ-026
BID-00265,REQ-026,VND-0321,51894.23,2026-02-12 23:00:10,1,COL-REQ-026
BID-00266,REQ-026,VND-0134,51744.23,2026-02-12 23:00:12,1,COL-REQ-026
BID-00267,REQ-026,VND-0321,51594.23,2026-02-12 23:00:14,1,COL-REQ-026
BID-00268,REQ-026,VND-0134,51444.23,2026-02-12 23:00:16,1,COL-REQ-026
BID-00269,REQ-026,VND-0016,51103.33,2026-02-12 23:07:16,0,
BID-00270,REQ-026,VND-0031,50929.49,2026-02-12 23:15:16,0,
BID-00271,REQ-027,VND-0390,145344.11,2026-03-07 20:05:00,0,
BID-00272,REQ-027,VND-0313,142995.1,2026-03-07 20:10:00,0,
BID-00273,REQ-027,VND-0313,140074.64,2026-03-07 20:15:00,0,
BID-00274,REQ-027,VND-0331,138486.08,2026-03-07 20:22:00,0,
BID-00275,REQ-027,VND-0390,135207.56,2026-03-07 20:28:00,0,
BID-00276,REQ-027,VND-0313,134201.95,2026-03-07 20:38:00,0,
BID-00277,REQ-027,VND-0331,131126.69,2026-03-07 20:46:00,0,
BID-00278,REQ-027,VND-0313,127967.56,2026-03-07 20:50:00,0,
BID-00279,REQ-027,VND-0313,127220.06,2026-03-07 20:53:00,0,
BID-00280,REQ-027,VND-0313,124232.91,2026-03-07 20:59:00,0,
BID-00281,REQ-028,VND-0164,192953.37,2026-03-05 08:05:00,0,
BID-00282,REQ-028,VND-0158,191792.69,2026-03-05 08:15:00,0,
BID-00283,REQ-028,VND-0158,188386.67,2026-03-05 08:17:00,0,
BID-00284,REQ-028,VND-0164,185887.52,2026-03-05 08:26:00,0,
BID-00285,REQ-028,VND-0164,182425.58,2026-03-05 08:30:00,0,
BID-00286,REQ-028,VND-0164,177994.4,2026-03-05 08:34:00,0,
BID-00287,REQ-028,VND-0190,174780.2,2026-03-05 08:43:00,0,
BID-00288,REQ-028,VND-0190,171632.27,2026-03-05 08:49:00,0,
BID-00289,REQ-029,VND-0388,54159.33,2026-03-13 10:02:00,0,
BID-00290,REQ-029,VND-0388,53435.88,2026-03-13 10:06:00,0,
BID-00291,REQ-029,VND-0168,52103.01,2026-03-13 10:14:00,0,
BID-00292,REQ-029,VND-0458,51648.34,2026-03-13 10:20:00,0,
BID-00293,REQ-029,VND-0168,51380.53,2026-03-13 10:23:00,0,
BID-00294,REQ-029,VND-0019,50831.21,2026-03-13 10:33:00,0,
BID-00295,REQ-029,VND-0046,50074.93,2026-03-13 10:37:00,0,
BID-00296,REQ-029,VND-0046,49355.83,2026-03-13 10:42:00,0,
BID-00297,REQ-029,VND-0168,48782.63,2026-03-13 10:51:00,0,
BID-00298,REQ-029,VND-0019,47837.61,2026-03-13 10:53:00,0,
BID-00299,REQ-029,VND-0019,46841.86,2026-03-13 10:58:00,0,
BID-00300,REQ-029,VND-0388,46035.28,2026-03-13 11:06:00,0,
BID-00301,REQ-029,VND-0458,45330.68,2026-03-13 11:09:00,0,
BID-00302,REQ-029,VND-0388,44214.02,2026-03-13 11:18:00,0,
BID-00303,REQ-030,VND-0184,131100.69,2026-02-10 07:02:00,0,
BID-00304,REQ-030,VND-0184,128731.22,2026-02-10 07:07:00,0,
BID-00305,REQ-030,VND-0179,126368.26,2026-02-10 07:16:00,0,
BID-00306,REQ-030,VND-0184,125332.76,2026-02-10 07:26:00,0,
BID-00307,REQ-030,VND-0184,122975.77,2026-02-10 07:32:00,0,
BID-00308,REQ-030,VND-0184,120849.21,2026-02-10 07:37:00,0,
BID-00309,REQ-030,VND-0013,119089.21,2026-02-10 07:46:00,0,
BID-00310,REQ-030,VND-0303,117603.87,2026-02-10 07:56:00,0,
BID-00311,REQ-030,VND-0241,115234.5,2026-02-10 08:01:00,0,
BID-00312,REQ-030,VND-0013,113090.35,2026-02-10 08:04:00,0,
BID-00313,REQ-031,VND-0460,43234.5,2026-02-26 02:10:00,0,
BID-00314,REQ-031,VND-0430,42876.05,2026-02-26 02:20:00,0,
BID-00315,REQ-031,VND-0029,42561.99,2026-02-26 02:25:00,0,
BID-00316,REQ-031,VND-0067,41852.78,2026-02-26 02:28:00,0,
BID-00317,REQ-031,VND-0460,41270.63,2026-02-26 02:30:00,0,
BID-00318,REQ-031,VND-0029,40955.36,2026-02-26 02:38:00,0,
BID-00319,REQ-031,VND-0029,40288.68,2026-02-26 02:48:00,0,
BID-00320,REQ-031,VND-0029,39545.14,2026-02-26 02:54:00,0,
BID-00321,REQ-031,VND-0067,39330.2,2026-02-26 03:00:00,0,
BID-00322,REQ-031,VND-0027,39131.17,2026-02-26 03:05:00,0,
BID-00323,REQ-031,VND-0460,38878.36,2026-02-26 03:13:00,0,
BID-00324,REQ-031,VND-0279,38139.38,2026-02-26 03:23:00,0,
BID-00325,REQ-031,VND-0338,37235.79,2026-02-26 03:26:00,0,
BID-00326,REQ-031,VND-0029,37025.98,2026-02-26 03:34:00,0,
BID-00327,REQ-032,VND-0149,109327.43,2026-05-02 13:00:02,1,COL-REQ-032
BID-00328,REQ-032,VND-0121,109177.43,2026-05-02 13:00:04,1,COL-REQ-032
BID-00329,REQ-032,VND-0149,109027.43,2026-05-02 13:00:06,1,COL-REQ-032
BID-00330,REQ-032,VND-0121,108877.43,2026-05-02 13:00:08,1,COL-REQ-032
BID-00331,REQ-032,VND-0149,108727.43,2026-05-02 13:00:10,1,COL-REQ-032
BID-00332,REQ-032,VND-0121,108577.43,2026-05-02 13:00:12,1,COL-REQ-032
BID-00333,REQ-032,VND-0149,108427.43,2026-05-02 13:00:13,1,COL-REQ-032
BID-00334,REQ-032,VND-0121,108277.43,2026-05-02 13:00:14,1,COL-REQ-032
BID-00335,REQ-032,VND-0149,108127.43,2026-05-02 13:00:16,1,COL-REQ-032
BID-00336,REQ-032,VND-0121,107977.43,2026-05-02 13:00:17,1,COL-REQ-032
BID-00337,REQ-032,VND-0016,105962.54,2026-05-02 13:06:17,0,
BID-00338,REQ-032,VND-0031,102219.53,2026-05-02 13:14:17,0,
BID-00339,REQ-033,VND-0200,93973.86,2026-06-01 22:05:00,0,
BID-00340,REQ-033,VND-0475,92638.25,2026-06-01 22:09:00,0,
BID-00341,REQ-033,VND-0007,91825.85,2026-06-01 22:12:00,0,
BID-00342,REQ-033,VND-0006,89880.1,2026-06-01 22:20:00,0,
BID-00343,REQ-033,VND-0006,88998.08,2026-06-01 22:23:00,0,
BID-00344,REQ-033,VND-0006,87495.89,2026-06-01 22:32:00,0,
